 
 $$$$$$\                                           $$$$$$\  $$\   $$\ 
$$  __$$\                                         $$ ___$$\ $$ |  $$ |
$$ //  \__| $$$$$$\  $$\   $$\  $$$$$$\   $$$$$$\  \_/   $$ |$$ |  $$ |
$$ |$$$$\ $$  __$$\ $$ |  $$ |$$  __$$\ $$  __$$\   $$$$$ / $$$$$$$$ |
$$ |\_$$ |$$ |  \__|$$ |  $$ |$$ /  $$ |$$ /  $$ |  \___$$\ \_____$$ |
$$ |  $$ |$$ |      $$ |  $$ |$$ |  $$ |$$ |  $$ |$$\   $$ |      $$ |
\$$$$$$  |$$ |      \$$$$$$  |$$$$$$$  |\$$$$$$  |\$$$$$$  |      $$ |
 \______/ \__|       \______/ $$  ____/  \______/  \______/       \__|
                              $$ |                                    
                              $$ |                                    
                              $$ |                                    
                              $$ |                                    
                              \__|                                    
##########Major Tweets########## 
 
2017-09-19 21:08:07	2017-09-19 21:02:49	910247830786260992	104683173	rt_root	es	colapsa edificio de al menos 6 pisos en la unidad habitacional #tlalpan. se reportan fugas de gas. #sismo https://t.co/xsejgvcewl	59
 
2017-09-19 21:09:03	2017-09-19 18:53:27	910215276351823872	140255835	rt_root	es	repórtense todos bien? me reportan edificios caídos en el centro de #cdmx #sismo #temblor https://t.co/4kluoxixdx	65
 
2017-09-19 21:10:55	2017-09-19 21:10:54	910249867376779272	263954838	tweet	en	back 2 back hurricanes in the caribbean, earthquakes in mexico. wake up people- climate change is real, we can't keep ignoring it.	0
 
2017-09-19 21:12:03	2017-09-19 20:59:59	910247117620486144	45013575	rt_root	es	32 años después de fuerte sismo, méxico registra otro en la misma fecha. esta vez de 7.0 y al menos 50 muertos (vía… https://t.co/5vckin326y	48
 
2017-09-19 21:13:04	2017-09-19 21:13:03	910250408441921536	100658452	tweet	es	rt @djd_ego: ¡no se olviden de ellos por favor! #sismo #fuerzamexico https://t.co/udlhn7h3uq	0
 
2017-09-19 21:16:21	2017-09-19 20:43:48	910243047190831104	38711366	rt_root	es	amigos si necesitan que los apoye con algún rt mándenme mención. ?? #sismo #fuerzaméxico	10
 
2017-09-19 21:16:56	2017-09-19 18:49:17	910214228669235203	396243033	rt_root	es	agosto: eclipse. septiembre: huracanes y terremotos. octubre: posible fin del mundo. noviembre: sin ti.	82
 
2017-09-19 21:17:56	2017-09-19 20:22:43	910237740654039041	77129708	rt_root	es	¿alguien necesita ayuda en la ciudad de méxico?? ??cualquier daño o emergencia pueden reportarlo al 55335533 #sismocdmx	7
 
2017-09-19 21:18:22	2017-09-19 19:36:55	910226213410607106	17905363	rt_root	en	another powerful earthquake hits mexico. nfl having to move game obviously should be the least of anyone’s worries… https://t.co/fssefepwrr	1
 
2017-09-19 21:19:17	2017-09-19 21:19:16	910251972925820928	2990812439	tweet	es	#mexico | van más de tres mil réplicas de #sismo de 8.2 grados https://t.co/rpclotwuj8 https://t.co/3ad7bi1frn	0
 
2017-09-19 21:19:44	2017-09-19 19:35:44	910225918093873152	7827962	rt_root	es	así temblaban los edificios en ciudad de méxico luego del sismo de 7.1 (vía meridiano90nola) https://t.co/p96aixysds https://t.co/dipczwztvz	1324
 
2017-09-19 21:20:18	2017-09-19 21:20:02	910252164731285504	44923719	rt_root	es	preliminar: sismo magnitud 5.1 loc.99 km al sureste de salina cruz, oax 19/09/17 16:13:19 lat 15.34 lon -94.89 prof 10	1
 
2017-09-19 21:22:20	2017-09-19 21:22:19	910252740462260224	250431915	tweet	es	rt @guarromantico_: agosto: eclipse. septiembre: huracanes y terremotos. octubre: posible fin del mundo. noviembre: sin ti.	0
 
2017-09-19 21:22:47	2017-09-19 20:09:34	910234430144475138	167777230	rt_root	en	footage of shaking buildings during the earthquake in mexico city https://t.co/ty7nnsimon	56
 
2017-09-19 21:23:45	2017-09-19 21:23:44	910253096990859264	547078343	tweet	es	rt @chochos: si ven a alguna mascota herida o perdida, ayúdenla. viva es vida sin importar la especie. #sismo https://t.co/qqillx1ehq	0
 
2017-09-19 21:24:37	2017-09-19 20:20:49	910237261588979712	2746723868	rt_root	en	holy crap! friends in mexico city, stay safe! #earthquakemexico ?	40
 
2017-09-19 21:25:09	2017-09-19 19:44:37	910228152038907905	388117416	rt_root	es	cdmx ?? cruz roja 065 servicio de emergencias 911 bomberos 068 policía 060 #sismo ciudad de méxico #prayformexico	173
 
2017-09-19 21:25:35	2017-09-19 21:22:49	910252863862878208	577623106	rt_root	es	listado de derrumbes... #sismo #tenemossismo #cdmx #cdmxsismo #marthadebayle https://t.co/rv0x3mwjt2	1
 
2017-09-19 21:26:48	2017-09-19 21:24:12	910253214544560128	1413528254	rt_root	es	#últimahora 3.8 millones de personas no tienen suministro de energía eléctrica a causa del #sismo de esta tarde https://t.co/wn5e8tabb8	6
 
2017-09-19 21:27:24	2017-09-19 19:13:20	910220279166599168	3121878377	rt_root	es	así se sintió el #sismo en la cdmx https://t.co/yawuzjijsn	27
 
2017-09-19 21:28:22	2017-09-19 21:28:20	910254254593585152	317911227	tweet	en	rt @lelepons: pray for mexico!! they had a huge earthquake:((( i'm so sad right.. this broke my heart. ?	0
 
2017-09-19 21:29:18	2017-09-19 21:29:17	910254493664632832	97544784	tweet	es	rt @googlemexico: activamos el localizador de personas: https://t.co/l8ae9zrei9 #sismo	0
 
2017-09-19 21:30:31	2017-09-19 20:51:26	910244967964168193	3120105814	rt_root	es	@_kikanieto kika difunde eso #sismohay niños atrapados en escombros en una escuela ubicada en div. del norte y calz… https://t.co/zlwlvgfk3k	72
 
2017-09-19 21:30:57	2017-09-19 21:30:56	910254908909142016	758250782	tweet	es	rt @rojas_abdel: fuerte imagenes en video en #puebla por #sismo un poste alcanza a una persona, muy lamentables momentos https://t.co/4j…	0
 
2017-09-19 21:32:06	2017-09-19 21:32:05	910255198307745792	102868485	tweet	es	rt @90minutosmexico: sin palabras,, así se ven la ciudad de méxico ? después del #temblor que acaba de suceder. mucha fuerza https://t.c…	0
 
2017-09-19 21:32:36	2017-09-19 21:32:35	910255324166332421	904153600850616322	tweet	es	rt @villalobossebas: desde lo más sincero de mi corazón, deseo que el terremoto no provoque más catástrofes, lesionados o muertes. amén ??	0
 
2017-09-19 21:33:04	2017-09-19 21:33:03	910255441610969088	849418321669828610	tweet	es	rt @paisajesgeo: si ven a alguna mascota herida o perdida, ayúdenla. viva es vida sin importar la especie, todos unidos. #sismo https://t.c…	0
 
2017-09-19 21:34:17	2017-09-19 19:22:17	910222531679965184	178076031	rt_root	es	@la_portales ayuden a recuperar a mi perra se salio durante el sismo mi madre esta desesperada ayuda https://t.co/lomfiiyygp	11
 
2017-09-19 21:34:48	2017-09-19 21:32:54	910255401089798144	14917589	rt_root	es	se suspenden labores en instituciones públicas y privadas. #sismo https://t.co/vt6wyabosw	12
 
2017-09-19 21:35:26	2017-09-19 21:35:25	910256037202137089	411052855	tweet	es	@lelepons @dianarangelg urgen manos en coapa, hay niños atrapados en una primaria derrumbada @lelepons #sismo	0
 
2017-09-19 21:35:52	2017-09-19 21:32:31	910255305971318785	85877427	rt_root	es	por favor no difundan información sin confirmar, es importante que seamos prudentes, ayudemos con eso. #sismo	1
 
2017-09-19 21:38:01	2017-09-19 19:14:36	910220600479584256	330820097	rt_root	es	así se vivió el #sismocdmx en xochimilco https://t.co/v4rcrbfjif #tenemossismo	104
 
2017-09-19 21:38:32	2017-09-19 21:38:31	910256817321549824	906226969364140032	tweet	es	rt @gobiernover: por sismo, se suspenden clases en todos los niveles educativos. https://t.co/sgos9cnjto	0
 
2017-09-19 21:39:54	2017-09-19 21:39:53	910257161258778624	86458493	tweet	es	rt @aajosue: solicitan herramienta en viaducto y monterrey, en la colonia piedad narvarte #sismo #temblorcdmx #prayforméxico…	0
 
2017-09-19 21:40:31	2017-09-19 18:35:32	910210767101808646	148411366	rt_root	es	sismo mag. 7.1, en territorio de mexico. prof. 51 km. [2017-09-19 ,12:14]. no fue sentido en territorio salvadoreño. https://t.co/inkx4e7tk0	164
 
2017-09-19 21:40:58	2017-09-19 21:17:11	910251447165636608	104707685	rt_root	es	por medio de diferentes cuentas de twitter piden no olvidar rescatar también a los animales afectador por el sismo… https://t.co/rauv5hyuww	11
 
2017-09-19 21:41:37	2017-09-19 19:21:20	910222291920973824	331098333	rt_root	es	? última hora | todo el cariño y apoyo al pueblo de méxico que acaba de sufrir otro terrible terremoto. https://t.co/scn62gtse3	60
 
2017-09-19 21:42:21	2017-09-19 21:42:20	910257777813069825	37769189	tweet	es	hay afectaciones serias en la ciudad de méxico, aunque está en pie, muy conmocionada eso sí. #cdmxpormexico #mexico #fuerzacdmx #sismocdmx	0
 
2017-09-19 21:42:57	2017-09-19 19:55:07	910230795381506048	50832053	rt_root	es	terrible imagen de un edificio colapsándose... ojalá rescaten a quienes estén atrapados lo antes posible. #sismo ? https://t.co/mpn3qg8ivn	73
 
2017-09-19 21:43:50	2017-09-19 21:43:49	910258151131402241	140227117	tweet	es	rt @nacion321: #sismo comparte los teléfonos de emergencia https://t.co/v0xiboudk5	0
 
2017-09-19 21:44:49	2017-09-19 21:44:48	910258398578593792	4246236802	tweet	es	rt @thegilbertsosa: otro temblor como una semana después ...que está pasando ??	0
 
2017-09-19 21:45:26	2017-09-19 20:39:34	910241980202065921	196865629	rt_root	es	se recomienda desconectar luz y gas de edificios hasta que se haga una revisión de daños #sismo cdmx	29
 
2017-09-19 21:45:54	2017-09-19 21:45:53	910258671212548096	737787882610515968	tweet	en	@maysgiri i think there was like a 7.1 earthquake	0
 
2017-09-19 21:46:22	2017-09-19 21:39:36	910257087631855616	392487640	rt_root	es	@thebeautyeffect se salió durante el temblor, responde nombre chivo, es dócil y asustadizo, vertiz narvarte, parque… https://t.co/ydwuf5rrti	17
 
2017-09-19 21:46:57	2017-09-19 21:46:56	910258935453667329	125433766	tweet	es	rt @al_barreiro: @thebeautyeffect se salió durante el temblor, responde nombre chivo, es dócil y asustadizo, vertiz narvarte, parque…	0
 
2017-09-19 21:48:01	2017-09-19 21:39:13	910256992043900928	35541975	rt_root	es	la magnitud fue de 7.1: victor hugo espíndola del sismológico nacional	4
 
2017-09-19 21:48:38	2017-09-19 20:39:27	910241951919767552	4075080209	rt_root	en	s2-mexico: powerful earthquake strikes south https://t.co/qu710jumuu	1
 
2017-09-19 21:49:05	2017-09-19 21:49:04	910259472320184320	3164526084	tweet	es	rt @excelsior: así se vio la cdmx desde las alturas segundos después del sismo de este medio día. https://t.co/owdagcjiiv	0
 
2017-09-19 21:50:37	2017-09-19 21:50:36	910259858200580098	2176277683	tweet	en	rt @twittermoments: a major earthquake strikes mexico city on the anniversary of the infamous 1985 earthquake. https://t.co/02jhe0lyuy	0
 
2017-09-19 21:51:18	2017-09-19 21:51:17	910260030158536704	1191704677	tweet	es	rt @cnnee: última hora ya son 63 los muertos por el terremoto en méxico https://t.co/cmcvhooog7 https://t.co/32fcndtbkr	0
 
2017-09-19 21:52:02	2017-09-19 21:43:44	910258128008171520	592041901	rt_root	es	urge crear cuadrillas para rescatar perritos, no se olviden de ellos porfa ??? #sismo https://t.co/r5giwxprlg	24
 
2017-09-19 21:52:29	2017-09-19 19:56:48	910231216938401792	428904467	rt_root	es	#sismo @alfredojalifer_ @exosapiens cuántos días de luto nacional lleva méxico? ya van como muchas tragedias seguidas...	2
 
2017-09-19 21:53:17	2017-09-19 21:53:16	910260529293381633	425155483	tweet	en	rt @buzzfeednews: update: the death toll in mexico has risen to at least 55 people following the massive 7.1-maginitude earthquake https://…	0
 
2017-09-19 21:54:07	2017-09-19 21:54:06	910260738983366658	791318628947800064	tweet	es	rt @arriolamikel: ha sido habilitado el número 01800-6232323 para información tras #sismo y sobre canalización de servicios médicos d…	0
 
2017-09-19 21:54:52	2017-09-19 21:48:34	910259346369646593	2424234493	rt_root	es	#sismo se está tratando de localizar a tomás carlos coarasa y luis coarasa. #rt	11
 
2017-09-19 21:55:57	2017-09-19 21:55:56	910261200369336320	1861755438	tweet	es	rt @epn: he ordenado evacuar los hospitales con daños y trasladar a sus pacientes a otras unidades médicas. #sismo	0
 
2017-09-19 21:57:02	2017-09-19 18:27:07	910208650400206849	135165642	rt_root	es	info @ssnmexico sismo magnitud 7.1 loc. 12 km al sureste de axochiapan mor 19 sep 2017 13:14:40 lat 18.40 lon -98.7… https://t.co/9lwa8a8eks	675
 
2017-09-19 21:57:53	2017-09-19 21:57:52	910261686900281345	159238745	tweet	en	rt @thedailyedge: death toll in mexico city rises to 44 -- drone footage shows devastation #earthquake #sismo https://t.co/ugovmybfp1	0
 
2017-09-19 21:58:54	2017-09-19 21:58:53	910261942773800962	146966452	tweet	es	rt @sergioadippw: los servicios de emergencia del imss e issste están abiertos a toda la población, cuenten o no con seguro. #sismo #fuerza…	0
 
2017-09-19 22:03:38	2017-09-19 20:48:56	910244340336820224	142910263	rt_root	es	los que tienen luz, ofrezcan ayuda para cargar celulares y abran su señal de wi-fi ?? #sismocdmx	66
 
2017-09-19 22:05:48	2017-09-19 20:32:23	910240175497859072	165569246	rt_root	es	por favor compartan los teléfonos de emergencia: locatel 5658-1111. bomberos 5768-2532. fugas: 5654-3210. cruz roja: 065 #sismo	406
 
2017-09-19 22:06:15	2017-09-19 22:06:14	910263792436686848	4754127463	tweet	en	rt @mcantu06: video captures building exploding after a 7.1 earthquake strikes mexico city. please pray for mexico. https://t.co/toytbnyqur	0
 
2017-09-19 22:06:49	2017-09-19 21:45:10	910258491935330305	821090202533892096	rt_root	es	#tenemossismo #ayudaciudadana cooperen como puedan. #vivamexico https://t.co/iiefsz5m6a	5
 
2017-09-19 22:07:34	2017-09-19 19:34:30	910225607690092544	243260587	rt_root	es	teléfonos de emergencia: cruz roja: 065, 5557-5757 y 5395-1111 bomberos: 068, 5768-3700 locatel: 5658-1111 emergencias: 911 #sismocdmx	823
 
2017-09-19 22:09:46	2017-09-19 22:03:21	910263065102258176	230074458	rt_root	es	la nota que circula por facebook sobre el megaterremoto en méxico y eu en las próximas 48 horas es falsa. no la compartan.	45
 
2017-09-19 22:10:53	2017-09-19 22:10:52	910264958461542400	764937227788877829	tweet	es	rt @luisfelipe_p: ¡ no propagues rumores ! los #sismos no se pueden predecir. la alerta de un gran terremoto es #falsa. https://t.co/krkqv7…	0
 
2017-09-19 22:13:26	2017-09-19 22:13:25	910265600210911232	1258700815	tweet	es	rt @osoriochong: en redes se está propagando el rumor de otro gran sismo. si bien puede haber réplicas, los sismos no se pueden predecir.	0
 
2017-09-19 22:14:03	2017-09-19 18:33:49	910210335570874370	589319578	rt_root	es	mis polinesios en méxico está bien por el terremoto que acaba de pasar ?? estoy muy preocupada	746
 
2017-09-19 22:14:29	2017-09-19 22:14:28	910265864422903808	712011392673456132	tweet	es	rt @andresnavyz: maneras de ayudar #sismo https://t.co/3k3wgy3n2c	0
 
2017-09-19 22:14:55	2017-09-19 21:59:54	910262198882258944	1074480192	quote	en	heidi and i are keeping all the people of the mexico city area affected by today's earthquake in our thoughts and prayers.	16
 
2017-09-19 22:15:56	2017-09-19 22:15:55	910266229335699456	482993639	tweet	es	rt @el_universal_mx: cae puente peatonal en periférico sur por #sismo https://t.co/44bsx2j0kh https://t.co/butajizrfv	0
 
2017-09-19 22:17:16	2017-09-19 22:17:15	910266564871643137	78998219	tweet	es	rt @cnnee: el mapa de las víctimas tras el terremoto en méxico https://t.co/3saxkry1x2 https://t.co/n1hiapdfi4	0
 
2017-09-19 22:19:26	2017-09-19 22:05:05	910263501356191744	101879970	rt_root	es	#19sep parte de la situación que se vive ahora en méxico tras nuevo terremoto. reporte: @jcaguirrer https://t.co/w9xjdxrm5r	16
 
2017-09-19 22:20:46	2017-09-19 22:16:56	910266484475219969	24928809	rt_root	en	mexico update: mexico state governor announces 6 more quake deaths, bringing nationwide total to 61… https://t.co/v7ztkvr8x9	4
 
2017-09-19 22:21:28	2017-09-19 22:21:27	910267621836247041	716064441	tweet	es	@vzangaro veo en "la tele" que sismo desbordó un río???	0
 
2017-09-19 22:21:55	2017-09-19 22:20:25	910267359423877120	35773039	rt_root	en	the smartphone app that tells you right before an earthquake hits, @kcalamur takes a look https://t.co/imiwqhdst5 https://t.co/njdclmufzo	5
 
2017-09-19 22:22:25	2017-09-19 22:22:24	910267860945195009	889602839290540035	tweet	es	rt @informacionescl: ?#urgente: reportan que un colegio de 4 pisos se derrumbó tras el terremoto de 7.1 en méxico. hay más de 100 niños…	0
 
2017-09-19 22:23:11	2017-09-19 22:13:44	910265679554547712	49369167	rt_root	es	ayuda psicológica gratuita en este número #sismo https://t.co/xeyofo5xfi	38
 
2017-09-19 22:24:25	2017-09-19 22:08:24	910264335796187137	2767590820	rt_root	es	venezuela ofrece ayuda humanitaria a méxico tras sismo (+solidaridad) https://t.co/guegxbxk99 #19sep https://t.co/abplnycpfu	9
 
2017-09-19 22:24:53	2017-09-19 22:16:00	910266250068074496	104667895	rt_root	es	¿cómo saber si tu casa sufrió daños graves por un temblor? https://t.co/ref3yvyuy8 https://t.co/ihmrqfzged	5
 
2017-09-19 22:25:20	2017-09-19 22:17:52	910266721143083008	703693508	rt_root	es	maneras de ayudar #sismo #mexicounido https://t.co/n3sktqmmai	65
 
2017-09-19 22:26:15	2017-09-18 16:25:01	909815533008297984	1425935214	rt_root	es	secuencia explosión 11:10 h. ult 24 h: •188 exhalaciones •0 explosiones •3 sismos vt (mc 1.9 a 2.2) •0 min de trem… https://t.co/ctpinjkftp	52
 
2017-09-19 22:26:52	2017-09-19 18:28:31	910209003279527936	102268776	quote	es	temblor en méxico hace unos minutos muy fuerte espero todos bien. edificios se desplomaron!! ??? @lopezdoriga… https://t.co/yess7kyolu	1751
 
2017-09-19 22:27:22	2017-09-19 22:27:21	910269106640900096	2190930865	tweet	en	rt @ajplus: breaking: at least 42 people are dead in the mexican state of morelos after the earthquake.	0
 
2017-09-19 22:27:49	2017-09-19 20:53:33	910245500372357121	361950714	rt_root	es	¿alguien de cdmx en san pedro de los pinos? necesitamos ayuda para localizar a edith de la mora y su hija nina de 3 años. ¡urge! #sismo	111
 
2017-09-19 22:28:36	2017-09-19 07:43:39	910046717390852096	1270736569	rt_root	en	my timeline rn: earthquake earthquake earthquake gay bible earthquake earthquake	1459
 
2017-09-19 22:29:02	2017-09-19 22:28:30	910269397415206912	51241574	rt_root	en	breaking: mexico's federal government says earthquake death toll has risen to 79.	48
 
2017-09-19 22:29:45	2017-09-19 22:29:44	910269706409476096	4710623754	tweet	es	amigos míos, ayuden con estas cosas que son necesarios en estos momentos. #sismo https://t.co/iaakhr0ut2	0
 
2017-09-19 22:30:50	2017-09-19 22:30:49	910269979064438785	571330465	tweet	es	ya suman 94 fallecidos en méxico tras el terremoto de este martes. #fuerzamexico #bendiciones	0
 
2017-09-19 22:31:38	2017-09-19 22:22:17	910267831094317056	791840969188446208	rt_root	es	#actualizacion 80 muertos entre cd.mx, morelos, edomex y puebla tras sismo de 7.1 grados. #fuerzamexico… https://t.co/up3k7mvud0	2
 
2017-09-19 22:32:18	2017-09-19 22:32:16	910270343973097473	1626713773	tweet	es	rt @ponchohd: lugares en los que se necesita ayuda. #sismo https://t.co/ieybqhlcqk	0
 
2017-09-19 22:32:44	2017-09-19 18:29:17	910209195412144128	131059090	rt_root	es	aguas con el #popocatépetl si el epicentro fue en puebla. huracanes, temblores, diosito nos castiga por haber vuelto a votar por el pri.	6
 
2017-09-19 22:34:28	2017-09-19 18:49:27	910214270872424448	100731315	rt_root	es	videos: se desploman edificios en la ciudad de méxico por el terremoto de 7,1 https://t.co/ur364dneqh https://t.co/b0qry7azrt	599
 
2017-09-19 22:35:23	2017-09-19 22:35:22	910271124092502017	430957171	tweet	es	rt @nakamartinez: #mexico ellos también están asustados, por favor ayúdalos. ?�?��? #sismo https://t.co/4ifegskvbq	0
 
2017-09-19 22:36:28	2017-09-19 22:35:53	910271253608566784	243033747	rt_root	es	¿alguien necesita ayuda? ??cualquier daño o emergencia pueden reportarlo al 55335533 #sismocdmx copia y pega rt rt rt rt rt rt ??	173
 
2017-09-19 22:36:58	2017-09-19 19:32:11	910225022786170880	216457140	rt_root	es	nuestra total solidaridad con el pueblo y gobierno de méxico ante al terremoto que afectó a este hermano país.	247
 
2017-09-19 22:38:23	2017-09-19 19:44:31	910228126117982208	2432416417	rt_root	en	here’s how we can help the people affected by the earthquake in mexico city. please help anyway you can. https://t.co/he2ditlwwy	62
 
2017-09-19 22:39:13	2017-09-19 22:38:03	910271797026709506	293063533	rt_root	es	#últimahora | a través de redes sociales reportan asaltos a automovilistas atrapados por el tráfico en santa fe tras #sismo	5
 
2017-09-19 22:39:48	2017-09-19 22:39:47	910272235587473409	153257133	tweet	en	rt @breakingnnow: #breaking: here was the scene from inside a building during the earthquake in mexico city. https://t.co/vzcgt12inv	0
 
2017-09-19 22:40:24	2017-09-19 22:40:23	910272386578223104	813206104473817089	tweet	es	rt @marco_liam: por favor compartan es mi t�?a. buscamos a lupita alonso, cerca de parque méxico. #sismo #tenemossismo #cdmx https://t.co/0…	0
 
2017-09-19 22:40:54	2017-09-19 19:58:04	910231537576181760	3186183098	quote	en	watch: a building falling in the earthquake in mexico, crazy what goes on there https://t.co/cglmywo4tg	101
 
2017-09-19 22:42:28	2017-09-19 22:29:41	910269692744368128	1445450929	rt_root	es	impresionantes escenas nos siguen conmocionando del #sismo en la cdmx, con la solidaridad de todos volverá a estar… https://t.co/hitf28vxfg	2
 
2017-09-19 22:43:45	2017-09-19 22:21:35	910267653884907521	3430655218	rt_root	es	televisa méxico habla de al menos 100 muertos, 27 edificios colapsados, pérdidas de gas y un colegio derrumbado tras terremoto. terrible!	4
 
2017-09-19 22:44:12	2017-09-19 22:42:20	910272876435009537	109142850	rt_root	es	sabes que estuvo de la chingada, cuando no hay memes del sismo	1
 
2017-09-19 22:45:09	2017-09-19 22:45:08	910273581946417152	132199401	tweet	es	rt @chingoncini: si alguien ocupa a donde sea la llevo sin costo mide 15 metros de alto quiero ayudar ?#temblor https://t.co/ymhw0wfadz	0
 
2017-09-19 22:45:40	2017-09-19 22:43:44	910273229335482368	25401359	rt_root	es	se activa el plan dn-iii en la #cdmx por fuerte sismo: @manceramiguelmx https://t.co/4szejbxhhk https://t.co/a1lcorxglo	11
 
2017-09-19 22:47:20	2017-09-19 22:20:11	910267303782174720	2353375021	rt_root	es	sismos de 6,8 y 7,1 estremecieron ciudad de méxico en el trigésimo segundo aniversario del terremoto de 1985 https://t.co/y1qi5vufxv	8
 
2017-09-19 22:48:25	2017-09-19 21:24:44	910253346669305856	18775412	rt_root	en	mexico city earthquake 09/19/1985 mexico city earthquake 09/19/2017 32 years apart on the exact same day.	107
 
2017-09-19 22:49:05	2017-09-19 21:32:27	910255290330894337	263085000	rt_root	und	??????#mexico #mexicoearthquake	40
 
2017-09-19 22:49:39	2017-09-19 22:49:38	910274714416877573	604690675	tweet	es	rt @cfemx: en casa, a causa del #sismo pedimos a nuestros clientes desconectar aparatos eléctricos que no sean fundamentales	0
 
2017-09-19 22:50:44	2017-09-19 22:50:43	910274987054989313	785808480	tweet	es	rt @kingsjoel_: por favor no se olviden de los animales,ellos también necesitan de nuestra ayuda! #sismo https://t.co/wtig07wzci	0
 
2017-09-19 22:51:15	2017-09-19 21:34:05	910255700361826305	81164546	rt_root	es	así se encuentra #jojutla #sismo https://t.co/cnh60zwwzx	194
 
2017-09-19 22:51:43	2017-09-19 22:33:35	910270675440381952	159627968	rt_root	es	si ven gente metiendose a hogares que fueron deshabitados y sustrayendo cosas. partanles la madre. #prayformexico #sismo no se vale ?	28
 
2017-09-19 22:52:13	2017-09-19 22:52:12	910275360335519745	810629004998963201	tweet	en	7.1 magnitude earthquake kills at least 79 in mexico, collapses buildings; reports of people trapped https://t.co/jvxayampyg via @foxnews	0
 
2017-09-19 22:52:44	2017-09-19 22:52:43	910275490384105474	196788933	tweet	es	rt @unsinletras_: tengo 3 departamentos disponibles en satélite, para afectados por el #sismo sin costo alguno, favor de difundir…	0
 
2017-09-19 22:53:19	2017-09-08 11:00:39	906110026909179905	115392153	rt_root	es	#terremoto informes embajada argentina en méxico te+52 55 5520 9430 consulado argentino en miami te+1 305-373-1889… https://t.co/ranfpowr9e	302
 
2017-09-19 22:53:52	2017-09-19 19:21:36	910222359889612806	239969005	rt_root	en	a 7.1 magnitude #earthquake hit #mexico tuesday afternoon, striking about 70 miles southeast of the national capita… https://t.co/s7gxht1ytp	293
 
2017-09-19 22:54:51	2017-09-19 22:42:56	910273028805812227	700836423969034240	rt_root	es	#sismo #onshot1 chris bargagli por su reciente asignacion como coordinador de levantando mexico https://t.co/ollyazp2aj	15
 
2017-09-19 22:55:17	2017-09-19 18:21:11	910207156145786880	629858950	rt_root	es	no mames con el temblor. ¿todos bien?	16
 
2017-09-19 22:55:43	2017-09-19 22:55:42	910276241139175425	894232488008179712	tweet	es	rt @chivas: ?? @jairpereira16 y todo el equipo están con nuestros hermanos afectados por el sismo. #fuerzaméxico https://t.co/vsspsuloxk	0
 
2017-09-19 22:56:14	2017-09-19 22:56:13	910276371183575040	280620854	tweet	es	terremoto en méxico https://t.co/ypljuaml02	0
 
2017-09-19 22:57:03	2017-09-19 18:32:34	910210018972184577	152142811	rt_root	es	así se vivió el fuerte #temblor que se acaba de producir en #méxico @osorioissa @noticiastelemundo https://t.co/zirvh9hcqj	615
 
2017-09-19 22:57:30	2017-09-19 22:56:49	910276523298615303	100656273	rt_root	es	confirma miguel �?ngel mancera que hasta el momento van 30 personas muertas por el #sismo.	2
 
2017-09-19 22:58:15	2017-09-19 22:58:14	910276878673485824	494459462	tweet	es	rt @googlemexico: activamos el localizador de personas: https://t.co/l8ae9zrei9 #sismo	0
 
2017-09-19 22:59:14	2017-09-19 22:58:59	910277066670710784	52528982	rt_root	es	mensaje de seguridad para ciudadanos estadounidenses: #sismo de 7.1 en méxico https://t.co/bznpqadkmd	2
 
2017-09-19 22:59:41	2017-09-19 21:39:57	910257178350678019	90954759	rt_root	es	supervisando con el pdte. @jahfraguas, el hospital general "aurelio valdivieso", tras el sismo. seguimos protocolos… https://t.co/gw5x4gleiz	86
 
2017-09-19 23:00:15	2017-09-19 20:14:05	910235570080747521	115556255	quote	es	le pedimos a los habitantes de la #cdmx despejar las calles para permitir que los servicios de emergencia puedan trasladarse. #sismo	4819
 
2017-09-19 23:01:12	2017-09-19 22:35:12	910271081725833216	1641761120	rt_root	es	pongo mi cuenta al servicio de todos por si necesitan difundir información o localizar a alguien. dm abierto. #sismo #fuerzaméxico ??�?��?	34
 
2017-09-19 23:02:28	2017-09-19 20:59:44	910247057088270336	51444314	rt_root	pt	há 32 anos o méxico foi abalado pelo maior terremoto da sua história. hoje na mesma data outro terremoto. coincidên… https://t.co/3inh6tqkvc	79
 
2017-09-19 23:02:54	2017-09-19 21:39:15	910257000554012672	861996774	rt_root	es	cdmx ?? rt ⚠�? cruz roja 065 ? servicio de emergencias 911 ? bomberos 068 ? policía (emergencia) 060 ? no fumen, hay fugas de gas. ? #sismo	17
 
2017-09-19 23:03:45	2017-09-19 23:03:44	910278262814908416	133440902	tweet	es	rt @karooolzt: #sismo hay niños atrapados en escombros en una escuela ubicada en div. del norte y calzads las brujas. urgencia. rt porfavor…	0
 
2017-09-19 23:05:00	2017-09-19 23:04:59	910278577370927104	309421651	tweet	es	rt @googlemexico: activamos el localizador de personas: https://t.co/l8ae9zrei9 #sismo	0
 
2017-09-19 23:05:56	2017-09-19 20:31:42	910240000654094339	3799872253	rt_root	es	óscar cantellano está atrapado entre los escombros en �?lvaro obregón 286, cd.mx. se acaba de comunicar con su familia por teléfono #sismo	740
 
2017-09-19 23:07:00	2017-09-19 22:45:54	910273774330826758	1280879857	rt_root	es	#sismosméxico terremotos en méxico de 7.1 y 6.8 grados en puebla y morelos deja ya 94 muertos y cientos de heridos… https://t.co/022js9yhnr	2
